instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
67329,263,ATUL,ATUL,0,,0,0.05,1,EQ,NSE,NSE
69121,270,CHEMCON,CHEMCON SPECIAL CHEM,0,,0,0.05,1,EQ,NSE,NSE
78081,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS,0,,0,0.05,1,EQ,NSE,NSE
78849,308,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,0,,0,0.01,1,EQ,NSE,NSE
79873,312,TIINDIA,TUBE INVEST OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
81153,317,BAJFINANCE,BAJAJ FINANCE,0,,0,0.05,1,EQ,NSE,NSE
82945,324,ANGELONE,ANGEL ONE,0,,0,0.05,1,EQ,NSE,NSE
84481,330,VALIANTORG,VALIANT ORGANICS,0,,0,0.05,1,EQ,NSE,NSE
85761,335,BALKRISIND,BALKRISHNA IND.,0,,0,0.05,1,EQ,NSE,NSE
86529,338,BALMLAWRIE,BALMER LAWRIE & CO,0,,0,0.05,1,EQ,NSE,NSE
87297,341,BALRAMCHIN,BALRAMPUR CHINI MILLS,0,,0,0.05,1,EQ,NSE,NSE
87553,342,CAMS,COMPUTER AGE MNGT SER,0,,0,0.05,1,EQ,NSE,NSE
88833,347,BANARBEADS,BANARAS BEADS,0,,0,0.01,1,EQ,NSE,NSE
89601,350,BANARISUG,BANNARI AMMAN SUGARS,0,,0,0.05,1,EQ,NSE,NSE
91393,357,NAM-INDIA,NIPPON L I A M,0,,0,0.05,1,EQ,NSE,NSE
91905,359,ROML,RAJ OIL MILLS,0,,0,0.01,1,EQ,NSE,NSE
94209,368,BASF,BASF INDIA,0,,0,0.05,1,EQ,NSE,NSE
94977,371,BATAINDIA,BATA INDIA,0,,0,0.05,1,EQ,NSE,NSE
97281,380,BBTC,BOMBAY BURMAH TRADING COR,0,,0,0.05,1,EQ,NSE,NSE
97537,381,SINTERCOM,SINTERCOM INDIA,0,,0,0.01,1,EQ,NSE,NSE
98049,383,BEL,BHARAT ELECTRONICS,0,,0,0.05,1,EQ,NSE,NSE
98561,385,MAHLOG,MAHINDRA LOGISTIC,0,,0,0.05,1,EQ,NSE,NSE
101121,395,BEML,BEML,0,,0,0.05,1,EQ,NSE,NSE
102145,399,NIACL,THE NEW INDIA ASSU CO,0,,0,0.05,1,EQ,NSE,NSE
102401,400,GLOBE-BE,GLOBE TEXTILES (I),0,,0,0.01,1,EQ,NSE,NSE
103425,404,BERGEPAINT,BERGER PAINTS (I),0,,0,0.05,1,EQ,NSE,NSE
107265,419,BEPL,BHANSALI ENG. POLYMERS LT,0,,0,0.01,1,EQ,NSE,NSE
108033,422,BHARATFORG,BHARAT FORGE,0,,0,0.05,1,EQ,NSE,NSE
108801,425,KHADIM,KHADIM INDIA,0,,0,0.05,1,EQ,NSE,NSE
109057,426,BHARATGEAR,BHARAT GEARS,0,,0,0.01,1,EQ,NSE,NSE
111617,436,IFGLEXPOR,IFGL REFRACTORIES,0,,0,0.05,1,EQ,NSE,NSE
112129,438,BHEL,BHEL,0,,0,0.05,1,EQ,NSE,NSE
113921,445,5PAISA,5PAISA CAPITAL,0,,0,0.05,1,EQ,NSE,NSE
119553,467,HDFCLIFE,HDFC LIFE INS CO,0,,0,0.05,1,EQ,NSE,NSE
120577,471,OSWALGREEN,OSWAL GREENTECH,0,,0,0.01,1,EQ,NSE,NSE
121345,474,3MINDIA,3M INDIA,0,,0,0.05,1,EQ,NSE,NSE
122113,477,BIRLACABLE,BIRLA CABLE,0,,0,0.05,1,EQ,NSE,NSE
122881,480,BIRLACORPN,BIRLA CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
125185,489,ICEMAKE,ICE MAKE REFRIGERAT,0,,0,0.05,1,EQ,NSE,NSE
126721,495,BLUEDART,BLUE DART EXPRESS,0,,0,0.05,1,EQ,NSE,NSE
130305,509,MAZDOCK,MAZAGON DOCK SHIPBUIL,0,,0,0.05,1,EQ,NSE,NSE
131329,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,0,,0,0.01,1,EQ,NSE,NSE
133633,522,ICICIB22,ICICIPRAMC - BHARATIWIN,0,,0,0.01,1,EQ,NSE,NSE
134657,526,BPCL,BHARAT PETROLEUM CORP  LT,0,,0,0.05,1,EQ,NSE,NSE
134913,527,UTIAMC,UTI ASSET MNGMT CO,0,,0,0.05,1,EQ,NSE,NSE
140033,547,BRITANNIA,BRITANNIA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
141569,553,RELINFRA,RELIANCE INFRASTRUCTU,0,,0,0.01,1,EQ,NSE,NSE
143105,559,BSL,BSL,0,,0,0.01,1,EQ,NSE,NSE
147969,578,LIKHITHA,LIKHITHA INFRASTRUC,0,,0,0.05,1,EQ,NSE,NSE
149249,583,CANFINHOME,CAN FIN HOMES,0,,0,0.05,1,EQ,NSE,NSE
151553,592,GRAPHITE,GRAPHITE INDIA,0,,0,0.05,1,EQ,NSE,NSE
152321,595,CARBORUNIV,CARBORUNDUM UNIVERSAL,0,,0,0.05,1,EQ,NSE,NSE
158465,619,CENTENKA,CENTURY ENKA,0,,0,0.05,1,EQ,NSE,NSE
160001,625,CENTURYTEX,CENTURY TEXTILES,0,,0,0.05,1,EQ,NSE,NSE
160769,628,CESC,CESC,0,,0,0.01,1,EQ,NSE,NSE
162305,634,IGARASHI,IGARASHI MOTORS INDIA,0,,0,0.05,1,EQ,NSE,NSE
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0,,0,0.05,1,EQ,NSE,NSE
164609,643,SUULD-BE,SUUMAYA INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
165121,645,DNAMEDIA-BE,DILIGENT MEDIA CORP,0,,0,0.01,1,EQ,NSE,NSE
173057,676,EXIDEIND,EXIDE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0,,0,0.05,1,EQ,NSE,NSE
177665,694,CIPLA,CIPLA,0,,0,0.05,1,EQ,NSE,NSE
179457,701,HEMIPROP,HEMISPHERE PROP IND,0,,0,0.01,1,EQ,NSE,NSE
182785,714,SHALBY,SHALBY,0,,0,0.05,1,EQ,NSE,NSE
183041,715,HEUBACHIND,HEUBACH COLORANTS IND,0,,0,0.05,1,EQ,NSE,NSE
183297,716,SHRADHA-BE,SHRADHA INFRAPROJECTS,0,,0,0.01,1,EQ,NSE,NSE
184833,722,SBIETFPB,SBIAMC - SBIETFPB,0,,0,0.01,1,EQ,NSE,NSE
189185,739,COROMANDEL,COROMANDEL INTERNTL.,0,,0,0.05,1,EQ,NSE,NSE
189441,740,SBIETFIT,SBIAMC - SBIETFIT,0,,0,0.01,1,EQ,NSE,NSE
189953,742,COSMOFIRST,COSMO FIRST,0,,0,0.05,1,EQ,NSE,NSE
193793,757,CRISIL,CRISIL,0,,0,0.05,1,EQ,NSE,NSE
194561,760,CGPOWER,CG POWER AND IND SOL,0,,0,0.05,1,EQ,NSE,NSE
197633,772,DABUR,DABUR INDIA,0,,0,0.05,1,EQ,NSE,NSE
199937,781,DALMIASUG,DALMIA BHARAT SUG IN,0,,0,0.05,1,EQ,NSE,NSE
205825,804,SHIVATEX,SHIVA TEXYARN,0,,0,0.01,1,EQ,NSE,NSE
207105,809,BSHSL,BOMBAY SUPER HYBRID SEEDS,0,,0,0.01,1,EQ,NSE,NSE
207617,811,DCMSHRIRAM,DCM SHRIRAM,0,,0,0.05,1,EQ,NSE,NSE
209153,817,DCW,DCW,0,,0,0.01,1,EQ,NSE,NSE
210433,822,BANKA,BANKA BIOLOO,0,,0,0.01,1,EQ,NSE,NSE
211713,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,0,,0,0.05,1,EQ,NSE,NSE
219393,857,DHAMPURSUG,DHAMPUR SUGAR MILLS,0,,0,0.01,1,EQ,NSE,NSE
223745,874,ASTRON,ASTRON PAPER BORD MIL,0,,0,0.01,1,EQ,NSE,NSE
225537,881,DRREDDY,DR. REDDY S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
229377,896,KHAICHEM,KHAITAN CHEM & FERT,0,,0,0.01,1,EQ,NSE,NSE
232961,910,EICHERMOT,EICHER MOTORS,0,,0,0.05,1,EQ,NSE,NSE
233729,913,EQUITASBNK,EQUITAS SMALL FIN BNK,0,,0,0.01,1,EQ,NSE,NSE
234497,916,EIDPARRY,EID PARRY INDIA,0,,0,0.05,1,EQ,NSE,NSE
235265,919,EIHOTEL,EIH,0,,0,0.05,1,EQ,NSE,NSE
237057,926,ORCHPHARMA,ORCHID PHARMA,0,,0,0.05,1,EQ,NSE,NSE
237569,928,ELECTCAST,ELECTROSTEEL CASTINGS,0,,0,0.01,1,EQ,NSE,NSE
239617,936,DPABHUSHAN,D. P. ABHUSHAN,0,,0,0.05,1,EQ,NSE,NSE
239873,937,ELGIEQUIP,ELGI EQUIPMENTS,0,,0,0.05,1,EQ,NSE,NSE
240641,940,PGHL,PROCTER & GAMBLE HEALTH L,0,,0,0.05,1,EQ,NSE,NSE
244481,955,ESABINDIA,ESAB INDIA,0,,0,0.05,1,EQ,NSE,NSE
245249,958,ESCORTS,ESCORTS KUBOTA,0,,0,0.05,1,EQ,NSE,NSE
247553,967,SUBEXLTD,SUBEX,0,,0,0.01,1,EQ,NSE,NSE
251137,981,EPL,EPL,0,,0,0.01,1,EQ,NSE,NSE
254209,993,EVERESTIND,EVEREST INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
255745,999,EUROTEXIND,EUROTEX INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
258049,1008,FACT,FACT,0,,0,0.05,1,EQ,NSE,NSE
258817,1011,SCHAEFFLER,SCHAEFFLER INDIA,0,,0,0.05,1,EQ,NSE,NSE
261889,1023,FEDERALBNK,FEDERAL BANK,0,,0,0.01,1,EQ,NSE,NSE
263681,1030,AARON,AARON INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
265729,1038,FINCABLES,FINOLEX CABLES,0,,0,0.05,1,EQ,NSE,NSE
266497,1041,FINPIPE,FINOLEX INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
267265,1044,AXISBNKETF,AXISAMC - AXISBNKETF,0,,0,0.01,1,EQ,NSE,NSE
269569,1053,UFLEX,UFLEX,0,,0,0.05,1,EQ,NSE,NSE
274689,1073,FOSECOIND,FOSECO INDIA,0,,0,0.05,1,EQ,NSE,NSE
275457,1076,ZENSARTECH,ZENSAR TECHNOLOGIES ,0,,0,0.05,1,EQ,NSE,NSE
277761,1085,GABRIEL,GABRIEL INDIA,0,,0,0.05,1,EQ,NSE,NSE
281601,1100,GARFIBRES,GARWARE TECH FIBRES,0,,0,0.05,1,EQ,NSE,NSE
284161,1110,DANGEE,DANGEE DUMS,0,,0,0.01,1,EQ,NSE,NSE
288513,1127,GHCL,GHCL,0,,0,0.05,1,EQ,NSE,NSE
290305,1134,APOLLO,APOLLO MICRO SYSTEMS,0,,0,0.01,1,EQ,NSE,NSE
290561,1135,GTECJAINX-BE,G-TEC JAINX EDUCATION,0,,0,0.01,1,EQ,NSE,NSE
291585,1139,GICHSGFIN,GIC HOUSING FINANCE,0,,0,0.01,1,EQ,NSE,NSE
292353,1142,GINNIFILA,GINNI FILAMENTS,0,,0,0.01,1,EQ,NSE,NSE
292609,1143,SDL24BEES,NIPPON INDIA- NIMFXX,0,,0,0.01,1,EQ,NSE,NSE
293121,1145,GIPCL,GUJ IND POW CO.,0,,0,0.01,1,EQ,NSE,NSE
295169,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,0,,0,0.05,1,EQ,NSE,NSE
297473,1162,GTL,GTL,0,,0,0.01,1,EQ,NSE,NSE
297985,1164,NEWGEN,NEWGEN SOFTWARE TECH,0,,0,0.05,1,EQ,NSE,NSE
299009,1168,GMBREW,G M BREWERIES,0,,0,0.05,1,EQ,NSE,NSE
300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,0,,0,0.05,1,EQ,NSE,NSE
302337,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,0,,0,0.05,1,EQ,NSE,NSE
303361,1185,AMBER,AMBER ENTERPRISES (I),0,,0,0.05,1,EQ,NSE,NSE
303617,1186,GLAND,GLAND PHARMA,0,,0,0.05,1,EQ,NSE,NSE
304641,1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,0,,0,0.05,1,EQ,NSE,NSE
306177,1196,KANSAINER,KANSAI NEROLAC PAINTS,0,,0,0.05,1,EQ,NSE,NSE
307201,1200,ESG,MIRAEAMC - MAESGETF,0,,0,0.01,1,EQ,NSE,NSE
310785,1214,DELTAMAGNT,DELTA MANUFACTURING,0,,0,0.01,1,EQ,NSE,NSE
311297,1216,PRAXIS-BE,PRAXIS HOME RETAIL,0,,0,0.01,1,EQ,NSE,NSE
315393,1232,GRASIM,GRASIM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
316161,1235,GREAVESCOT,GREAVES COTTON,0,,0,0.01,1,EQ,NSE,NSE
319233,1247,GSFC,GUJ STATE FERT & CHEM,0,,0,0.01,1,EQ,NSE,NSE
320001,1250,CASTROLIND,CASTROL INDIA,0,,0,0.05,1,EQ,NSE,NSE
324353,1267,GUJALKALI,GUJARAT ALKALIES & CHEM,0,,0,0.05,1,EQ,NSE,NSE
325121,1270,AMBUJACEM,AMBUJA CEMENTS,0,,0,0.05,1,EQ,NSE,NSE
329985,1289,GFLLIMITED,GFL,0,,0,0.01,1,EQ,NSE,NSE
336641,1315,GALAXYSURF,GALAXY SURFACTANTS,0,,0,0.05,1,EQ,NSE,NSE
341249,1333,HDFCBANK,HDFC BANK,0,,0,0.05,1,EQ,NSE,NSE
341505,1334,MARINE-BE,MARINE ELECTRICAL (I),0,,0,0.05,1,EQ,NSE,NSE
342017,1336,HEG,HEG,0,,0,0.05,1,EQ,NSE,NSE
342529,1338,SDBL,SOM DIST & BREW,0,,0,0.01,1,EQ,NSE,NSE
345089,1348,HEROMOTOCO,HERO MOTOCORP,0,,0,0.05,1,EQ,NSE,NSE
348161,1360,HIMATSEIDE,HIMATSINGKA SEIDE,0,,0,0.01,1,EQ,NSE,NSE
348929,1363,HINDALCO,HINDALCO  INDUSTRIES ,0,,0,0.05,1,EQ,NSE,NSE
351233,1372,HINDCOMPOS,HINDUSTAN COMPOSITES,0,,0,0.05,1,EQ,NSE,NSE
352001,1375,HCC,HINDUSTAN CONSTRUCTION CO,0,,0,0.01,1,EQ,NSE,NSE
356865,1394,HINDUNILVR,HINDUSTAN UNILEVER,0,,0,0.05,1,EQ,NSE,NSE
358657,1401,SUPREMEENG-BE,SUPREME ENGINEERING,0,,0,0.01,1,EQ,NSE,NSE
359169,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,0,,0,0.05,1,EQ,NSE,NSE
359937,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,0,,0,0.05,1,EQ,NSE,NSE
361473,1412,AGI,AGI GREENPAC,0,,0,0.05,1,EQ,NSE,NSE
362241,1415,GLOBAL,GLOBAL EDUCATION,0,,0,0.01,1,EQ,NSE,NSE
364545,1424,HINDZINC,HINDUSTAN ZINC,0,,0,0.05,1,EQ,NSE,NSE
369153,1442,SANOFI,SANOFI INDIA,0,,0,0.05,1,EQ,NSE,NSE
370689,1448,HLVLTD,HLV,0,,0,0.01,1,EQ,NSE,NSE
372481,1455,HIL,HIL,0,,0,0.05,1,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,0,,0,0.05,1,EQ,NSE,NSE
376833,1472,ACCURACY-BE,ACCURACY SHIPPING,0,,0,0.01,1,EQ,NSE,NSE
377857,1476,IDBI,IDBI BANK,0,,0,0.01,1,EQ,NSE,NSE
378881,1480,REPL,RUDRABHISHEK ENTERP,0,,0,0.01,1,EQ,NSE,NSE
380161,1485,IFBIND,IFB INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
381697,1491,IFCI,IFCI,0,,0,0.01,1,EQ,NSE,NSE
382465,1494,RBA,RESTAURANT BRAND ASIA,0,,0,0.01,1,EQ,NSE,NSE
383233,1497,SHIVAMILLS,SHIVA MILLS,0,,0,0.01,1,EQ,NSE,NSE
385793,1507,MOGSEC,MOTILALAMC - G5,0,,0,0.01,1,EQ,NSE,NSE
386049,1508,ASTERDM,ASTER DM HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
387073,1512,INDHOTEL,THE INDIAN HOTELS CO.,0,,0,0.05,1,EQ,NSE,NSE
387841,1515,INDIACEM,THE INDIA CEMENTS,0,,0,0.05,1,EQ,NSE,NSE
389377,1521,INDIAGLYCO,INDIA GLYCOLS,0,,0,0.05,1,EQ,NSE,NSE
391681,1530,INDIANHUME,INDIAN HUME PIPE CO.,0,,0,0.05,1,EQ,NSE,NSE
397569,1553,RKEC-BE,RKEC PROJECTS,0,,0,0.01,1,EQ,NSE,NSE
401921,1570,GMMPFAUDLR,GMM PFAUDLER,0,,0,0.05,1,EQ,NSE,NSE
402433,1572,RVHL-BE,RAVINDER HEIGHTS,0,,0,0.01,1,EQ,NSE,NSE
403457,1576,GILLETTE,GILLETTE INDIA,0,,0,0.05,1,EQ,NSE,NSE
406017,1586,TARC-BE,TARC,0,,0,0.01,1,EQ,NSE,NSE
408065,1594,INFY,INFOSYS,0,,0,0.05,1,EQ,NSE,NSE
408833,1597,INGERRAND,INGERSOLL-RAND INDIA,0,,0,0.05,1,EQ,NSE,NSE
409089,1598,MGEL-BE,MANGALAM GLOBAL ENT,0,,0,0.01,1,EQ,NSE,NSE
412161,1610,GODHA-BE,GODHA CABCON INSULAT,0,,0,0.01,1,EQ,NSE,NSE
413185,1614,FAIRCHEMOR,FAIRCHEM ORGANICS,0,,0,0.05,1,EQ,NSE,NSE
414977,1621,TATAINVEST,TATA INVESTMENT CORP,0,,0,0.05,1,EQ,NSE,NSE
415745,1624,IOC,INDIAN OIL CORP,0,,0,0.01,1,EQ,NSE,NSE
416513,1627,LINDEINDIA,LINDE INDIA,0,,0,0.05,1,EQ,NSE,NSE
416769,1628,BECTORFOOD,MRS BECTORS FOOD SPE,0,,0,0.05,1,EQ,NSE,NSE
417281,1630,IONEXCHANG,ION EXCHANGE (INDIA),0,,0,0.05,1,EQ,NSE,NSE
418049,1633,IPCALAB,IPCA LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
424961,1660,ITC,ITC,0,,0,0.05,1,EQ,NSE,NSE
425729,1663,ATFL,AGRO TECH FOODS,0,,0,0.05,1,EQ,NSE,NSE
428033,1672,HGINFRA,H.G.INFRA ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
428801,1675,ITI,ITI,0,,0,0.05,1,EQ,NSE,NSE
437249,1708,JAYBARMARU,JAY BHARAT MARUTI,0,,0,0.01,1,EQ,NSE,NSE
440321,1720,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
441857,1726,JBCHEPHARM,J B CHEMICALS AND PHARMA,0,,0,0.05,1,EQ,NSE,NSE
449537,1756,JINDALPOLY,JINDAL POLY FILMS,0,,0,0.05,1,EQ,NSE,NSE
456193,1782,KANPRPLA,KANPUR PLASTIPACK,0,,0,0.01,1,EQ,NSE,NSE
460033,1797,AWHCL,ANTONY WASTE HDG CELL,0,,0,0.05,1,EQ,NSE,NSE
461313,1802,JYOTISTRUC,JYOTI STRUCTURES,0,,0,0.01,1,EQ,NSE,NSE
462081,1805,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,0,,0,0.05,1,EQ,NSE,NSE
462849,1808,KAJARIACER,KAJARIA CERAMICS,0,,0,0.05,1,EQ,NSE,NSE
463617,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,0,,0,0.01,1,EQ,NSE,NSE
464385,1814,KPIL,KALPATARU PROJECT INT,0,,0,0.05,1,EQ,NSE,NSE
467457,1826,KAMATHOTEL,KAMAT HOTELS (I),0,,0,0.01,1,EQ,NSE,NSE
469761,1835,KANORICHEM,KANORIA CHEMICALS & INDUS,0,,0,0.01,1,EQ,NSE,NSE
470529,1838,KARURVYSYA,KARUR VYSYA BANK,0,,0,0.01,1,EQ,NSE,NSE
471297,1841,KCP,KCP,0,,0,0.01,1,EQ,NSE,NSE
475905,1859,KESORAMIND,KESORAM INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
481025,1879,CARYSIL,CARYSIL,0,,0,0.05,1,EQ,NSE,NSE
486657,1901,CUMMINSIND,CUMMINS INDIA,0,,0,0.05,1,EQ,NSE,NSE
491265,1919,KOPRAN,KOPRAN,0,,0,0.05,1,EQ,NSE,NSE
492033,1922,KOTAKBANK,KOTAK MAHINDRA BANK,0,,0,0.05,1,EQ,NSE,NSE
493313,1927,LIQUIDETF,DSP LIQUID ETF,0,,0,0.01,1,EQ,NSE,NSE
494849,1933,WEALTH-BE,WEALTH FRST PORT. MG.,0,,0,0.05,1,EQ,NSE,NSE
498945,1949,KSB,KSB,0,,0,0.05,1,EQ,NSE,NSE
502785,1964,TRENT,TRENT,0,,0,0.05,1,EQ,NSE,NSE
506625,1979,LAXMIMACH,LAKSHMI MACHINES,0,,0,0.05,1,EQ,NSE,NSE
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,0,,0,0.05,1,EQ,NSE,NSE
513025,2004,AHLADA,AHLADA ENGINEERS,0,,0,0.01,1,EQ,NSE,NSE
516609,2018,LUMAXIND,LUMAX INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
519169,2028,LYKALABS,LYKA LABS,0,,0,0.01,1,EQ,NSE,NSE
519425,2029,IRFC,INDIAN RAILWAY FIN CORP L,0,,0,0.01,1,EQ,NSE,NSE
519937,2031,M&M,MAHINDRA & MAHINDRA,0,,0,0.05,1,EQ,NSE,NSE
523009,2043,RAMCOCEM,THE RAMCO CEMENTS,0,,0,0.05,1,EQ,NSE,NSE
524289,2048,INDIGOPNTS,INDIGO PAINTS,0,,0,0.05,1,EQ,NSE,NSE
524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,0,,0,0.05,1,EQ,NSE,NSE
526337,2056,HOMEFIRST,HOME FIRST FIN CO IND,0,,0,0.05,1,EQ,NSE,NSE
4865,19,STYRENIX,STYRENIX PERFORMANCE,0,,0,0.05,1,EQ,NSE,NSE
530689,2073,VTL,VARDHMAN TEXTILES,0,,0,0.05,1,EQ,NSE,NSE
533761,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS,0,,0,0.05,1,EQ,NSE,NSE
534529,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS,0,,0,0.05,1,EQ,NSE,NSE
539137,2106,MANGLMCEM,MANGALAM CEMENT,0,,0,0.05,1,EQ,NSE,NSE
539393,2107,STOVEKRAFT,STOVE KRAFT,0,,0,0.05,1,EQ,NSE,NSE
540673,2112,MARALOVER,MARAL OVERSEAS,0,,0,0.01,1,EQ,NSE,NSE
543745,2124,MASTEK,MASTEK,0,,0,0.05,1,EQ,NSE,NSE
548353,2142,MFSL,MAX FINANCIAL SERV,0,,0,0.05,1,EQ,NSE,NSE
548865,2144,BDL,BHARAT DYNAMICS,0,,0,0.05,1,EQ,NSE,NSE
555009,2168,RAJMET,RAJNANDINI METAL,0,,0,0.01,1,EQ,NSE,NSE
557057,2176,AKG,AKG EXIM,0,,0,0.01,1,EQ,NSE,NSE
558337,2181,BOSCHLTD,BOSCH,0,,0,0.05,1,EQ,NSE,NSE
558849,2183,SUNDARMHLD,SUNDARAM FINANCE HOLD,0,,0,0.05,1,EQ,NSE,NSE
560897,2191,GENCON-BE,GENERIC ENG CONS PROJ,0,,0,0.01,1,EQ,NSE,NSE
563969,2203,BIRET-RR,BROOKFIELD INDIA RET,0,,0,0.01,1,EQ,NSE,NSE
577537,2256,PENINLAND,PENINSULA LAND,0,,0,0.01,1,EQ,NSE,NSE
578305,2259,MOREPENLAB,MOREPEN LAB.,0,,0,0.01,1,EQ,NSE,NSE
579329,2263,BANDHANBNK,BANDHAN BANK,0,,0,0.01,1,EQ,NSE,NSE
580609,2268,MOTOGENFIN,MOTOR & GENERAL FINANCE L,0,,0,0.01,1,EQ,NSE,NSE
582401,2275,IRISDOREME,IRIS CLOTHINGS,0,,0,0.01,1,EQ,NSE,NSE
582913,2277,MRF,MRF,0,,0,0.05,1,EQ,NSE,NSE
584449,2283,MRPL,MRPL,0,,0,0.01,1,EQ,NSE,NSE
585985,2289,HLEGLAS,HLE GLASCOAT,0,,0,0.05,1,EQ,NSE,NSE
587265,2294,MTNL,MAHANAGAR TELEPHONE NIGAM,0,,0,0.01,1,EQ,NSE,NSE
589569,2303,HAL,HINDUSTAN AERONAUTICS,0,,0,0.05,1,EQ,NSE,NSE
590337,2306,BESTAGRO,BEST AGROLIFE,0,,0,0.05,1,EQ,NSE,NSE
